INCHIKEY,name,orig_target_ann,target_count,targets,DTXSID
WYDUSKDSKCASEF-UHFFFAOYSA-N,Procyclidine HCl,Others,,,
YJQZYXCXBBCEAQ-UHFFFAOYSA-N,Ractopamine HCl,Others,,,
UTBOEBCWXGDOGI-UHFFFAOYSA-N,Thiostrepton,Others,,,
YLJREFDVOIBQDA-UHFFFAOYSA-N,Tacrine HCl,Others,3,"BCHE, ACHE, APP","DTXSID1026112, DTXSID1037272"
YVUQSNJEYSNKRX-UHFFFAOYSA-N,Pimozide,Others,2,"KCNH2, DRD2",DTXSID8023474
VPJXQGSRWJZDOB-UHFFFAOYSA-O,Carbachol,Others,5,"CHRM5, CHRM2, CHRM1, CHRM3, CHRM4",DTXSID9022730
UPSPUYADGBWSHF-UHFFFAOYSA-N,Tolmetin Sodium,Others,1,PTGS2,DTXSID2043951
VDUWPHTZYNWKRN-UHFFFAOYSA-N,Cinoxacin,Others,,,
GWOFUCIGLDBNKM-UHFFFAOYSA-N,Glafenine HCl,Others,,,
SNWQKAWITMVCQW-UHFFFAOYSA-N,Phthalylsulfacetamide,Others,,,
IVVNZDGDKPTYHK-UHFFFAOYSA-N,Pinacidil,Others,,,
ONWXNHPOAGOMTG-UHFFFAOYSA-N,Suxibuzone,Others,,,
WTRSDYASGDJGGB-UHFFFAOYSA-N,Carbenoxolone Sodium,Others,1,HSD11B1,DTXSID4022733
SNICXCGAKADSCV-UHFFFAOYSA-N,Nicotine Ditartrate,Others,10,"CHRNA9, CHRNA4, CHRNB4, CHRNB3, CHRNA7, CHRNB2, CHRNA2, CHRNA10, CHRNA3, CHRNA6",DTXSID1020930
CURUTKGFNZGFSE-UHFFFAOYSA-N,Dicyclomine HCl,Others,,,
GKNPSSNBBWDAGH-UHFFFAOYSA-N,Mepenzolate Bromide,Others,,,
WRJPSSPFHGNBMG-UHFFFAOYSA-N,Aceclidine HCl,Others,,,
BCGWQEUPMDMJNV-UHFFFAOYSA-N,Imipramine HCl,Others,2,"SLC6A4, KCNH2",DTXSID1043881
SNTQPLDRUZOSDP-UHFFFAOYSA-N,Proadifen HCl,Others,,,
YECBIJXISLIIDS-UHFFFAOYSA-N,Pyrilamine Maleate,Others,1,HRH1,DTXSID9023542
LENZDBCJOHFCAS-UHFFFAOYSA-N,Fosfomycin Tromethamine,Others,,,
HDWIHXWEUNVBIY-UHFFFAOYSA-N,Bendroflumethiazide,Others,,,
SPPTWHFVYKCNNK-UHFFFAOYSA-N,Bentiromide,Others,,,
AVWWVJUMXRXPNF-UHFFFAOYSA-N,Bephenium Hydroxynaphthoate,Others,,,
RRKTZKIUPZVBMF-UHFFFAOYSA-N,Brucine sulfate salt hydrate,Others,,,
RYOOHIUJEJZCFT-UHFFFAOYSA-N,Camylofin Chlorhydrate,Others,,,
ASUSRJLYZAZXFH-UHFFFAOYSA-N,Cephapirin Sodium,Others,,,
QWANRZGATYQPEL-UHFFFAOYSA-N,Digoxigenin,Others,,,
YUGZHQHSNYIFLG-UHFFFAOYSA-N,Diperodon HCl,Others,,,
IQADUMSPOQKAAO-UHFFFAOYSA-N,Oxeladin Citrate,Others,,,
WUBBRNOQWQTFEX-UHFFFAOYSA-N,Pasiniazid,Others,1,PTGS2,DTXSID2022591
PIMZUZSSNYHVCU-UHFFFAOYSA-N,Picrotoxinin,Others,,,
JZQKKSLKJUAGIC-UHFFFAOYSA-N,Pindolol,Others,4,"HTR1B, ADRB2, ADRB1, HTR1A",DTXSID8023476
OJLOPKGSLYJEMD-UHFFFAOYSA-N,Misoprostol,Others,1,PTGER4,DTXSID7020897
ZSCDBOWYZJWBIY-UHFFFAOYSA-N,Trimipramine Maleate,Others,,,
XEEQGYMUWCZPDN-UHFFFAOYSA-N,Mefloquine HCl,Anti-infection,,,
XXSMGPRMXLTPCZ-UHFFFAOYSA-N,Hydroxychloroquine Sulfate,Autophagy,,,
SVOQIEJWJCQGDQ-UHFFFAOYSA-N,Eltrombopag,Thrombin,,,
YRFFJFKPYCRKMP-UHFFFAOYSA-N,6-Mercaptopurine (6-MP) Monohydrate,DNA/RNA Synthesis,,,
JXLYSJRDGCGARV-UHFFFAOYSA-N,Vinblastine sulfate,"Microtubule Associated,AChR",16,"TUBB2B, TUBB4A, TUBB8, TUBB2A, TUBB3, TUBA4A, ABCB1, TUBA3D, TUBA3E, TUBA1C, TUBA1B, TUBB6, TUBA1A, TUBB4B, TUBB, TUBB1",DTXSID8021430
BZKPWHYZMXOIDC-UHFFFAOYSA-N,Acetazolamide,Carbonic Anhydrase,14,"CAR15, CA1, CA5A, CA6, CA14, CA5B, CAR13, CA9, CA7, CA13, CA12, CA3, CA4, CA2",DTXSID7022544
RCFJDVCRANOZEL-UHFFFAOYSA-N,17-Hydroxyprogesterone,Estrogen/progestogen Receptor,,,
RLFWWDJHLFCNIJ-UHFFFAOYSA-N,4-Aminoantipyrine,Others,,,
ALYNCZNDIQEVRV-UHFFFAOYSA-N,4-Aminobenzoic acid,Others,,,
KSMRODHGGIIXDV-UHFFFAOYSA-N,Aceglutamide,Others,,,
WXNXCEHXYPACJF-UHFFFAOYSA-N,Acetylleucine,Others,,,
DSSYKIVIOFKYAU-UHFFFAOYSA-N,(+)-Camphor,TRPV,,,
GPRBEKHLDVQUJE-UHFFFAOYSA-N,Cefotaxime sodium,Anti-infection,,,
OSDLLIBGSJNGJE-UHFFFAOYSA-N,Chloroxylenol,Anti-infection,,,
KRKNYBCHXYNGOX-UHFFFAOYSA-N,Citric acid trilithium salt tetrahydrate,Others,,,
VSRBKQFNFZQRBM-UHFFFAOYSA-N,2-Aminoheptane,Others,,,
MMOXZBCLCQITDF-UHFFFAOYSA-N,DEET,Anti-infection,,,
ASXBYYWOLISCLQ-UHFFFAOYSA-N,Dihydrostreptomycin sulfate,Anti-infection,,,
NUVBSKCKDOMJSU-UHFFFAOYSA-N,Ethylparaben,Anti-infection,,,
ZPAKPRAICRBAOD-UHFFFAOYSA-N,Fenbufen,COX,,,
MQOBSOSZFYZQOK-UHFFFAOYSA-N,Fenofibric acid,PPAR,2,"PPARG, PPARA",DTXSID8041030
PLHJDBGFXBMTGZ-UHFFFAOYSA-N,Furazolidone,Anti-infection,,,
KTYOXAWCLRIWLU-UHFFFAOYSA-N,Iopamidol,Others,,,
RBTBFTRPCNLSDE-UHFFFAOYSA-N,Methylene Blue,Others,,,
ZSPWEUZMDXEYMX-UHFFFAOYSA-N,Nitrofurantoin,Anti-infection,,,
IQPSEEYGBUAQFF-UHFFFAOYSA-N,Pantoprazole sodium,Proton Pump,,,
YGSDEFSMJLZEOE-UHFFFAOYSA-N,Salicylic acid,COX,1,PTGS1,"DTXSID7026368, DTXSID6024622"
XEFQLINVKFYRCS-UHFFFAOYSA-N,Triclosan,Anti-infection,,,
HWHLPVGTWGOCJO-UHFFFAOYSA-N,Trihexyphenidyl hydrochloride,AChR,1,CHRM1,DTXSID4023705
UHWVSEOVJBQKBE-UHFFFAOYSA-N,Trimetazidine dihydrochloride,Others,,,
JOYRKODLDBILNP-UHFFFAOYSA-N,Urethane,Others,,,
HEBKCHPVOIAQTA-UHFFFAOYSA-N,Xylitol,Others,,,
MCJGNVYPOGVAJF-UHFFFAOYSA-N,8-Hydroxyquinoline,Anti-infection,,,
HAMNKKUPIHEESI-UHFFFAOYSA-N,Aminoguanidine hydrochloride,NOS,1,NOS2,DTXSID5040964
BDJRBEYXGGNYIS-UHFFFAOYSA-N,Azelaic acid,Anti-infection,,,
JFIOVJDNOJYLKP-UHFFFAOYSA-N,Bithionol,cAMP,,,
LVDKZNITIUWNER-UHFFFAOYSA-N,Bronopol,Anti-infection,,,
UCAGLBKTLXCODC-UHFFFAOYSA-N,Carzenide,Others,2,"CA2, CA1",DTXSID1045089
NRFJZTXWLKPZAV-UHFFFAOYSA-N,Citiolone,Others,,,
CTQMJYWDVABFRZ-UHFFFAOYSA-N,Cloxiquine,Anti-infection,,,
QBPFLULOKWLNNW-UHFFFAOYSA-N,Danthron,Others,,,
OHXPGWPVLFPUSM-UHFFFAOYSA-N,Dehydrocholic acid,Others,,,
YVPYQUNUQOZFHG-UHFFFAOYSA-N,Diatrizoic acid,Others,,,
RCKMWOKWVGPNJF-UHFFFAOYSA-N,Diethylcarbamazine citrate,Anti-infection,,,
UXZFQZANDVDGMM-UHFFFAOYSA-N,Diiodohydroxyquinoline,Anti-infection,,,
ZIZYJTNDTBOCRC-UHFFFAOYSA-N,DL-Panthenol,Others,,,
MGNVWUDMMXZUDI-UHFFFAOYSA-N,Eprodisate disodium,Others,,,
PLDUPXSUYLZYBN-UHFFFAOYSA-N,Fluphenazine dihydrochloride,Dopamine Receptor,1,DRD2,DTXSID2023068
BCQZXOMGPXTTIC-UHFFFAOYSA-N,Halothane,Others,,,
WFJIVOKAWHGMBH-UHFFFAOYSA-N,Hexylresorcinol,Tyrosinase,,,
GLUUGHFHXGJENI-UHFFFAOYSA-N,Piperazine,GABA Receptor,,,
JBKPUQTUERUYQE-UHFFFAOYSA-O,Pralidoxime chloride,AChR,1,ACHE,"DTXSID1023495, DTXSID1044144"
PBCZLFBEBARBBI-UHFFFAOYSA-N,Sulfabenzamide,Anti-infection,,,
GHMLBKRAJCXXBS-UHFFFAOYSA-N,Resorcinol,Anti-infection,,,
QIGBRXMKCJKVMJ-UHFFFAOYSA-N,Hydroquinone,ROS,,,
URAYPUMNDPQOKB-UHFFFAOYSA-N,Triacetin,Anti-infection,,,
VLCYCQAOQCDTCN-UHFFFAOYSA-N,Eflornithine hydrochloride hydrate,Decarboxylase,,,
IUWVALYLNVXWKX-UHFFFAOYSA-N,Butamben,Others,,,
QFOHBWFCKVYLES-UHFFFAOYSA-N,Butylparaben,Anti-infection,1,ESR1,DTXSID3020209
SKVLYVHULOWXTD-UHFFFAOYSA-N,Succinylsulfathiazole,Anti-infection,,,
HNSDLXPSAYFUHK-UHFFFAOYSA-N,Docusate Sodium,Opioid Receptor,,,
OVCDSSHSILBFBN-UHFFFAOYSA-N,Amodiaquine dihydrochloride dihydrate,"Transferase,Histone Methyltransferase",,,
YUTJCNNFTOIOGT-UHFFFAOYSA-N,Dithranol,Others,,,
RJIWZDNTCBHXAL-UHFFFAOYSA-N,Nitroxoline,Topoisomerase,,,
GBFMXJIPEWEABS-UHFFFAOYSA-N,Chlormadinone acetate,"Androgen Receptor,5-alpha Reductase",,,
RPYOSGKJIBAQNU-UHFFFAOYSA-N,Cephalothin,Anti-infection,,,
ZQRBOBGLJZHCAN-UHFFFAOYSA-N,Cefazolin Sodium,Anti-infection,,,
FACRSCOHUPSUMI-UHFFFAOYSA-N,Cefixime,Anti-infection,,,
PHOGQKDIVUJGMJ-UHFFFAOYSA-N,Lercanidipine hydrochloride,Calcium Channel,,,
SESFRYSPDFLNCH-UHFFFAOYSA-N,Benzyl benzoate,Others,,,
WVDDGKGOMKODPV-UHFFFAOYSA-N,Benzyl alcohol,Others,,,
QCDFBFJGMNKBDO-UHFFFAOYSA-N,Clioquinol,Anti-infection,,,
RRUDCFGSUDOHDG-UHFFFAOYSA-N,Acetohydroxamic acid,Anti-infection,,,
LNTHITQWFMADLM-UHFFFAOYSA-N,Gallic acid,ROS,,,
GSDSWSVVBLHKDQ-UHFFFAOYSA-N,Levofloxacin hydrate,Topoisomerase,,,
OVBPIULPVIDEAO-UHFFFAOYSA-N,Folic acid,Vitamin,,,
RWSXRVCMGQZWBV-UHFFFAOYSA-N,Glutathione,Others,,,
HUPFGZXOMWLGNK-UHFFFAOYSA-N,Diflunisal,COX,1,PTGS2,DTXSID5022932
OPXLLQIJSORQAM-UHFFFAOYSA-N,Mebendazole,Anti-infection,,,
MQJKPEGWNLWLTK-UHFFFAOYSA-N,Dapson,Anti-infection,,,
MKXZASYAUGDDCJ-UHFFFAOYSA-N,Dextromethorphan hydrobromide hydrate,AChR,1,SIGMAR1,DTXSID3022908
TVURRHSHRRELCG-UHFFFAOYSA-N,Fenoldopam mesylate,Dopamine Receptor,1,DRD1,DTXSID0043896
QQQIECGTIMUVDS-UHFFFAOYSA-N,Itopride hydrochloride,AChR,,,
JFPVXVDWJQMJEE-UHFFFAOYSA-N,Cefuroxime sodium,Anti-infection,,,
HDAMOICMOAXFLJ-UHFFFAOYSA-N,Methylbenactyzine Bromide,AChR,,,
MWTBKTRZPHJQLH-UHFFFAOYSA-N,Alcaftadine,Histamine Receptor,,,
HAPOVYFOVVWLRS-UHFFFAOYSA-N,Ethosuximide,Calcium Channel,,,
AUMHDRMJJNZTPB-UHFFFAOYSA-N,(+/-)-Sulfinpyrazone,COX,,,
BFPSDSIWYFKGBC-UHFFFAOYSA-N,Chlorotrianisene,Estrogen/progestogen Receptor,,,
GDLBFKVLRPITMI-UHFFFAOYSA-N,Diazoxide,Potassium Channel,1,KCNJ11,DTXSID7022914
WIKYUJGCLQQFNW-UHFFFAOYSA-N,Prochlorperazine dimaleate salt,Dopamine Receptor,1,DRD2,DTXSID7023514
ACGUYXCXAPNIKK-UHFFFAOYSA-N,Hexachlorophene,Potassium Channel,,,
YWXYYJSYQOXTPL-UHFFFAOYSA-N,Isosorbide Mononitrate,Others,,,
SEEPANYCNGTZFQ-UHFFFAOYSA-N,Sodium sulfadiazine,Anti-infection,,,
JJCFRYNCJDLXIK-UHFFFAOYSA-N,Cyproheptadine hydrochloride,5-HT Receptor,1,HTR2A,DTXSID8022872
WGRQANOPCQRCME-UHFFFAOYSA-N,Teneligliptin hydrobromide,DPP-4,,,
DTGLZDAWLRGWQN-UHFFFAOYSA-N,Prasugrel Hydrochloride,P2 Receptor,,,
RPLCPCMSCLEKRS-UHFFFAOYSA-N,Desogestrel,Estrogen/progestogen Receptor,,,
ZKIAIYBUSXZPLP-UHFFFAOYSA-N,Brexpiprazole,"5-HT Receptor,Dopamine Receptor",,,
FGQFOYHRJSUHMR-UHFFFAOYSA-N,Lesinurad,Others,,,
ZZEMPAYSEHOMNO-UHFFFAOYSA-N,Tedizolid Phosphate,Anti-infection,,,
HJJDBAOLQAWBMH-UHFFFAOYSA-N,Cefmenoxime hydrochloride,Anti-infection,,,
IMVWGCIUSSJUAA-UHFFFAOYSA-N,Dantrolene sodium hemiheptahydrate,Calcium Channel,1,RYR1,DTXSID7022881
HSWPZIDYAHLZDD-UHFFFAOYSA-N,Atipamezole hydrochloride,Adrenergic Receptor,,,
HSWPZIDYAHLZDD-UHFFFAOYSA-N,Atipamezole,Adrenergic Receptor,,,
MNJVRJDLRVPLFE-UHFFFAOYSA-N,Etoricoxib,COX,1,PTGS2,DTXSID3046457
CXVGEDCSTKKODG-UHFFFAOYSA-N,Sulisobenzone,Others,,,
AHLPHDHHMVZTML-UHFFFAOYSA-N,L-Ornithine,Others,,,
WAXQNWCZJDTGBU-UHFFFAOYSA-N,Netupitant,Substance P,,,
BGRJTUBHPOOWDU-UHFFFAOYSA-N,Sulpiride,Dopamine Receptor,4,"CA2, DRD3, CA1, DRD2",DTXSID1042574
TZRHLKRLEZJVIJ-UHFFFAOYSA-N,Parecoxib,COX,,,
QIALRBLEEWJACW-UHFFFAOYSA-N,Eslicarbazepine Acetate,Others,,,
LJOQGZACKSYWCH-UHFFFAOYSA-N,Hydroquinidine,Others,,,
ANGKOCUUWGHLCE-UHFFFAOYSA-N,Glycopyrrolate,AChR,,,
PBJUNZJWGZTSKL-UHFFFAOYSA-N,Tiagabine hydrochloride,GABA Receptor,1,SLC6A1,DTXSID5023663
AXRYRYVKAWYZBR-UHFFFAOYSA-N,Atazanavir,HIV Protease,1,HIV-1 protease,DTXSID9048691
JMNCPTSDROGKTR-UHFFFAOYSA-N,Fusidate Sodium,Anti-infection,,,
XLFWDASMENKTKL-UHFFFAOYSA-N,Molsidomine,Others,,,
YREYEVIYCVEVJK-UHFFFAOYSA-N,Rebeprazole sodium,Proton Pump,,,
BTGNGJJLZOIYID-UHFFFAOYSA-N,Sivelestat sodium tetrahydrate,Serine Protease,,,
NNJVILVZKWQKPM-UHFFFAOYSA-N,Lidocaine hydrochloride,EGFR,1,SCN5A,DTXSID1045166
MFDFERRIHVXMIY-UHFFFAOYSA-N,Procaine,Sodium Channel,,,
BLFLLBZGZJTVJG-UHFFFAOYSA-N,Benzocaine hydrochloride,Sodium Channel,,,
AHUXISVXKYLQOD-UHFFFAOYSA-N,Cefradine,Anti-infection,,,
BOMXWTHINLWJIE-UHFFFAOYSA-N,Etonogestrel,Estrogen/progestogen Receptor,,,
VPEJMHYFGCNXLM-UHFFFAOYSA-N,Hydroxyprogesterone caproate,Estrogen/progestogen Receptor,,,
PBJUNZJWGZTSKL-UHFFFAOYSA-N,Tiagabine,GABA Receptor,1,SLC6A1,DTXSID5023663
XUXWOYRIGVQFMU-UHFFFAOYSA-N,Gluconolactone,Others,,,
QYHFILLIFQOIIA-UHFFFAOYSA-N,Protirelin,Others,,,
YMBXTVYHTMGZDW-UHFFFAOYSA-N,Loxoprofen,Immunology & Inflammation related,,,
BNRNXUUZRGQAQC-UHFFFAOYSA-N,Sildenafil,PDE,8,"PDE3A, PDE4A, PDE4D, PDE1B, PDE6C, PDE1A, PDE5A, PDE3B",DTXSID6023579
XPOQHMRABVBWPR-UHFFFAOYSA-N,Efavirenz,Reverse Transcriptase,,,
GVJHHUAWPYXKBD-UHFFFAOYSA-N,Vitamin E,"COX,VEGFR",,,
XSVMFMHYUFZWBK-UHFFFAOYSA-N,Rivastigmine,AChR,2,"ACHE, BCHE",DTXSID7023564
KXGVEGMKQFWNSR-UHFFFAOYSA-N,Deoxycholic acid,Others,,,
AXNVHPCVMSNXNP-UHFFFAOYSA-N,Escin,Immunology & Inflammation related,,,
DXGLGDHPHMLXJC-UHFFFAOYSA-N,Oxybenzone,Others,,,
INJOMKTZOLKMBF-UHFFFAOYSA-N,Guanfacine Hydrochloride,Adrenergic Receptor,1,ADRA2A,DTXSID9046944
JSWZEAMFRNKZNL-UHFFFAOYSA-N,Alosetron Hydrochloride,5-HT Receptor,1,HTR3A,DTXSID6044278
ZIZYJTNDTBOCRC-UHFFFAOYSA-N,D panthenol,Vitamin,,,
OJFSXZCBGQGRNV-UHFFFAOYSA-N,CarbinoxaMine Maleate,Histamine Receptor,,,
QGJUIPDUBHWZPV-UHFFFAOYSA-N,Saxagliptin hydrate,DPP-4,1,DPP4,DTXSID7048580
LLVIVPAPYJXADK-UHFFFAOYSA-N,Vitamin K1,Osteocalcin,,,
HQMNCQVAMBCHCO-UHFFFAOYSA-N,Etretinate,Retinoid Receptor,,,
VRYALKFFQXWPIH-UHFFFAOYSA-N,2-Deoxy-D-glucose,Others,,,
FSYKKLYZXJSNPZ-UHFFFAOYSA-N,Sarcosine,"NMDAR,GlyT",,,
OEYIOHPDSNJKLS-UHFFFAOYSA-N,Choline bitartrate,Others,2,"SLC22A1, SLC22A2",DTXSID8043789
RRAFCDWBNXTKKO-UHFFFAOYSA-N,Eugenol,Immunology & Inflammation related,,,
ZQPPMHVWECSIRJ-UHFFFAOYSA-N,Oleic Acid,Others,,,
HXYVTAGFYLMHSO-UHFFFAOYSA-N,Palmitoylethanolamide,PPAR,,,
GGXICVAJURFBLW-UHFFFAOYSA-N,Latanoprost,"Immunology & Inflammation related,RAR/RXR,GPR",1,PTGFR,DTXSID1041057
NOOLISFMXDJSKH-UHFFFAOYSA-N,(-)-Menthol,Opioid Receptor,1,TRPM8,"DTXSID1022180, DTXSID8029650"
KXDAEFPNCMNJSK-UHFFFAOYSA-N,Benzamide,PARP,,,
COXVTLYNGOIATD-UHFFFAOYSA-N,Evans Blue,GluR,,,
JXDYKVIHCLTXOP-UHFFFAOYSA-N,Isatin,MAO,2,"MAOB, MAOA",DTXSID3038694
OIPILFWXSMYKGL-UHFFFAOYSA-N,Acetylcholine iodide,AChR,9,"CHRM4, CHRNA7, CHRNA4, CHRNA3, CHRNB2, CHRM3, CHRM2, CHRNB4, CHRM1",DTXSID8075334
HCZHHEIFKROPDY-UHFFFAOYSA-N,Kynurenic acid,NMDAR,,,
WHUUTDBJXJRKMK-UHFFFAOYSA-N,L-Glutamic acid monosodium salt,Others,4,"GRIK2, GRM1, GRM4, GRM2",DTXSID5020659
PFTAWBLQPZVEMU-UHFFFAOYSA-N,(+)-Catechin,ROS,,,
PFTAWBLQPZVEMU-UHFFFAOYSA-N,(-)Epicatechin,ROS,,,
KHBQMWCZKVMBLN-UHFFFAOYSA-N,Benzenesulfonamide,Carbonic Anhydrase,,,
DERZBLKQOCDDDZ-UHFFFAOYSA-N,Cinnarizine,Calcium Channel,,,
DRHKJLXJIQTDTD-UHFFFAOYSA-N,Tamsulosin hydrochloride,Adrenergic Receptor,3,"ADRA1A, ADRA1D, ADRA1B",DTXSID3023631
RGCVKNLCSQQDEP-UHFFFAOYSA-N,Perphenazine,Dopamine Receptor,1,DRD2,DTXSID1023441
PCOBBVZJEWWZFR-UHFFFAOYSA-N,Retigabine,Potassium Channel,,,
PCOBBVZJEWWZFR-UHFFFAOYSA-N,Retigabine 2HCl,Potassium Channel,,,
SNKFFCBZYFGCQN-UHFFFAOYSA-N,Salvianolic acid B,Sirtuin,,,
GSNOZLZNQMLSKJ-UHFFFAOYSA-N,Trapidil,PDGFR,,,
ZCCUUQDIBDJBTK-UHFFFAOYSA-N,Psoralen,DNA/RNA Synthesis,,,
KSEBMYQBYZTDHS-UHFFFAOYSA-N,Sodium ferulate,Thrombin,,,
PTVBAOGVIGOALV-UHFFFAOYSA-N,Danshensu,P450 (e.g. CYP17),,,
XLTFNNCXVBYBSX-UHFFFAOYSA-N,Wogonin,"CDK,Transferase",,,
FELGMEQIXOGIFQ-UHFFFAOYSA-N,Ondansetron Hydrochloride Dihydrate,5-HT Receptor,1,HTR3A,DTXSID8023393
WSEQXVZVJXJVFP-UHFFFAOYSA-N,Citalopram HBr,5-HT Receptor,1,SLC6A4,"DTXSID8022826, DTXSID8048440"
SKIVFJLNDNKQPD-UHFFFAOYSA-N,Sulfacetamide sodium salt hydrate,"Autophagy,Anti-infection",,,
DCSUBABJRXZOMT-UHFFFAOYSA-N,Cisapride hydrate,5-HT Receptor,2,"HTR4, KCNH2",DTXSID3022825
OMFXVFTZEKFJBZ-UHFFFAOYSA-N,Corticosterone,Glucocorticoid Receptor,1,SLC22A1,DTXSID6022474
FVWJYYTZTCVBKE-UHFFFAOYSA-N,Betulin,Others,,,
NVKAWKQGWWIWPM-UHFFFAOYSA-N,Dihydrotestosterone(DHT),Androgen Receptor,1,AR,DTXSID9022364
NGSWKAQJJWESNS-UHFFFAOYSA-N,p-Coumaric Acid,Anti-infection,,,
ANPXUTLKCKWLGY-UHFFFAOYSA-N,Melibiose,Others,,,
UTENIMPTYMADJI-UHFFFAOYSA-N,Creatine phosphate disodium salt,Others,,,
RERZNCLIYCABFS-UHFFFAOYSA-N,Harmaline,AChR,,,
VCMMXZQDRFWYSE-UHFFFAOYSA-N,Plumbagin,Others,,,
RYWSYCQQUDFMAU-UHFFFAOYSA-N,Menadiol Diacetate,Vitamin,,,
MDKCFLQDBWCQCV-UHFFFAOYSA-N,Benzyl isothiocyanate,Others,,,
VSBFGKBPZGXNTM-UHFFFAOYSA-N,N-Acetylneuraminic acid,Others,,,
NOTIQUSPUUHHEH-UHFFFAOYSA-N,Drostanolone Propionate,Androgen Receptor,,,
AXLSMNHOXGUSCO-UHFFFAOYSA-N,Trenbolone acetate,Androgen Receptor,,,
XWALNWXLMVGSFR-UHFFFAOYSA-N,Methandrostenolone,Others,,,
YSEXMKHXIOCEJA-UHFFFAOYSA-N,Nicergoline,Androgen Receptor,,,
NOQGZXFMHARMLW-UHFFFAOYSA-N,Daminozide,Histone Demethylase,,,
IQFYYKKMVGJFEH-UHFFFAOYSA-N,Thymidine,Others,1,P,DTXSID30187813
YMAWOPBAYDPSLA-UHFFFAOYSA-N,Glycylglycine,Others,,,
NNULBSISHYWZJU-UHFFFAOYSA-N,Ceftizoxime,Anti-infection,,,
XUJNEKJLAYXESH-UHFFFAOYSA-N,L-Cysteine HCl,Others,,,
YVPYQUNUQOZFHG-UHFFFAOYSA-N,Diatrizoate sodium,Others,,,
METKIMKYRPQLGS-UHFFFAOYSA-N,Atenolol,Adrenergic Receptor,2,"ADRB2, ADRB1",DTXSID2022628
CVHZOJJKTDOEJC-UHFFFAOYSA-N,Saccharin,Others,2,"CA1, CA2",DTXSID5021251
DHMQDGOQFOQNFH-UHFFFAOYSA-N,Glycine,Others,,,
XLYOFNOQVPJJNP-UHFFFAOYSA-N,Aluminium hydroxide,Others,,,
BVKZGUZCCUSVTD-UHFFFAOYSA-N,Sodium carbonate,Others,2,"CA1, CA2","DTXSID9043801, DTXSID9021269, DTXSID1029621"
QOXWWFVQIKDLAU-UHFFFAOYSA-N,Maltose,Others,,,
FIPWRIJSWJWJAI-UHFFFAOYSA-N,Piperonyl butoxide,Others,,,
UPSPUYADGBWSHF-UHFFFAOYSA-N,Tolmetin,Immunology & Inflammation related,1,PTGS2,DTXSID2043951
WZOZEZRFJCJXNZ-UHFFFAOYSA-N,Cefoxitin sodium,Anti-infection,,,
VVWYOYDLCMFIEM-UHFFFAOYSA-N,Propantheline bromide,AChR,,,
MNIPYSSQXLZQLJ-UHFFFAOYSA-N,Aceclofenac,Immunology & Inflammation related,,,
XWXYUMMDTVBTOU-UHFFFAOYSA-N,Nilutamide,Androgen Receptor,1,AR,DTXSID3034165
ZJVFLBOZORBYFE-UHFFFAOYSA-N,Ibudilast,PDE,,,
XXEULZMFLQJGDX-UHFFFAOYSA-N,Acotiamide hydrochloride,AChR,,,
YPELFRMCRYSPKZ-UHFFFAOYSA-N,Mosapride,5-HT Receptor,,,
AXTGDCSMTYGJND-UHFFFAOYSA-N,Laurocapram,Others,,,
YREYEVIYCVEVJK-UHFFFAOYSA-N,Rabeprazole,Proton Pump,,,
DMJNNHOOLUXYBV-UHFFFAOYSA-N,Meropenem Trihydrate,Anti-infection,,,
HGGAKXAHAYOLDJ-UHFFFAOYSA-N,Faropenem Sodium,Anti-infection,,,
RTOSRWFNUBVOOG-UHFFFAOYSA-N,Dalbavancin,Anti-infection,,,
ZKLPARSLTMPFCP-UHFFFAOYSA-N,Levocetirizine Dihydrochloride,Histamine Receptor,1,HRH1,DTXSID4022787
UIOFUWFRIANQPC-UHFFFAOYSA-N,Flucloxacillin sodium,Anti-infection,,,
WSNODXPBBALQOF-UHFFFAOYSA-N,Tafluprost,Others,,,
QPCDCPDFJACHGM-UHFFFAOYSA-N,Gadopentetate Dimeglumine,Others,,,
IWCWQNVIUXZOMJ-UHFFFAOYSA-N,Ecabet sodium,Others,,,
QUIJNHUBAXPXFS-UHFFFAOYSA-N,Bedaquiline fumarate,Anti-infection,,,
NYMGNSNKLVNMIA-UHFFFAOYSA-N,Iproniazid,MAO,2,"MAOB, MAOA",DTXSID5023168
JWUXJYZVKZKLTJ-UHFFFAOYSA-N,TriacetonaMine,Others,,,
KMAKOBLIOCQGJP-UHFFFAOYSA-N,Indole-3-carboxylic acid,Others,,,
DASYMCLQENWCJG-UHFFFAOYSA-N,Cefetamet pivoxil hydrochloride,Anti-infection,,,
JEZZOKXIXNSKQD-UHFFFAOYSA-N,Nicarbazin,Anti-infection,,,
QTGAJCQTLIRCFL-UHFFFAOYSA-N,Propacetamol hydrochloride,Others,,,
DSFGXPJYDCSWTA-UHFFFAOYSA-N,Xanthinol Nicotinate,Others,,,
JLKIGFTWXXRPMT-UHFFFAOYSA-N,Sulfamethoxazole sodium,Anti-infection,,,
XDZKBRJLTGRPSS-UHFFFAOYSA-N,Cefodizime Sodium,Anti-infection,,,
HEUHJQACTZEVDO-UHFFFAOYSA-N,Pyridoxal 5-phosphate monohydrate,Vitamin,,,
LCKIEQZJEYYRIY-UHFFFAOYSA-N,Titanium tetrafluoride,Others,,,
