CAS Number,FOUND_BY,DTXSID,PREFERRED_NAME,SMILES
3644-61-9,CASRN,DTXSID2045868,Tolperisone hydrochloride,Cl.CC(CN1CCCCC1)C(=O)C1=CC=C(C)C=C1
73231-34-2,CASRN,DTXSID9045500,Florfenicol,CS(=O)(=O)C1=CC=C(C=C1)[C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl
0152-11-4,CASRN,DTXSID2034095,Verapamil hydrochloride,Cl.COC1=CC=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC=C(OC)C(OC)=C2)C=C1OC
3759-92-0,CASRN,DTXSID5045380,Furaltadone hydrochloride,Cl.[O-][N+](=O)C1=CC=C(O1)C=NN1CC(CN2CCOCC2)OC1=O
652-67-5,CASRN,DTXSID5046196,Isosorbide,O[C@H]1CO[C@@H]2[C@H](O)CO[C@H]12
156-57-0,CASRN,DTXSID8045779,Cysteamine hydrochloride,Cl.NCCS
0882-09-07,Searched by Synonym: Found 0 results,N/A,N/A,N/A
4940-39-0,CASRN,DTXSID6045878,Chromocarb,OC(=O)C1=CC(=O)C2=C(O1)C=CC=C2
59-50-7,CASRN,DTXSID4021717,4-Chloro-3-methylphenol,CC1=C(Cl)C=CC(O)=C1
94-09-7,CASRN,DTXSID8021804,Benzocaine,CCOC(=O)C1=CC=C(N)C=C1
151767-02-1,CASRN,DTXSID8046450,Montelukast sodium,[Na+].CC(C)(O)C1=C(CC[C@@H](SCC2(CC([O-])=O)CC2)C2=CC(\C=C\C3=NC4=C(C=CC(Cl)=C4)C=C3)=CC=C2)C=CC=C1
113712-98-4,CASRN,DTXSID1046687,Tenatoprazole,COC1=CC=C2NC(=NC2=N1)S(=O)CC1=C(C)C(OC)=C(C)C=N1
62013-04-01,Searched by Synonym: Found 0 results,N/A,N/A,N/A
56038-13-2,CASRN,DTXSID1040245,Sucralose,OC[C@H]1O[C@H](O[C@]2(CCl)O[C@H](CCl)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1Cl
53797-35-6,CASRN,DTXSID8045480,Ribostamycin sulfate,OS(O)(=O)=O.NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)C(O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O
133868-46-9,CASRN,DTXSID30158407,Valnemulin hydrochloride,Cl.CC(C)[C@@H](N)C(=O)NCC(C)(C)SCC(=O)O[C@@H]1C[C@@](C)(C=C)[C@@H](O)[C@H](C)[C@]23CCC(=O)[C@H]2[C@@]1(C)[C@H](C)CC3
55-06-1,CASRN,DTXSID8047505,"3,5,3′-Triiodo-L-thyronine monosodium salt",[Na+].N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C([O-])=O
14028-44-5,CASRN,DTXSID7022598,Amoxapine,ClC1=CC=C2OC3=C(C=CC=C3)N=C(N3CCNCC3)C2=C1
1649-18-9,CASRN,DTXSID2045361,Azaperone,FC1=CC=C(C=C1)C(=O)CCCN1CCN(CC1)C1=CC=CC=N1
3562-84-3,CASRN,DTXSID4022652,Benzbromarone,CCC1=C(C(=O)C2=CC(Br)=C(O)C(Br)=C2)C2=CC=CC=C2O1
59703-84-3,CASRN,DTXSID6048965,Piperacillin sodium,[Na+].[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](NC(=O)N1CCN(CC)C(=O)C1=O)C1=CC=CC=C1)C([O-])=O
73573-88-3,CASRN,DTXSID4040684,Mevastatin,CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12
149-32-6,CASRN,DTXSID6043919,Erythritol,OC[C@H](O)[C@H](O)CO
04/01/5370,Searched by Synonym: Found 0 results,N/A,N/A,N/A
13614-98-7,CASRN,DTXSID8044545,Minocycline hydrochloride,Cl.CN(C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C(O)=CC=C4N(C)C)C(=O)C3=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O
873857-62-6,CASRN,DTXSID901016415,Fidaxomicin,[H][C@@]1(O[C@@H]2[C@@H](CC)\C=C(C)\[C@@H](O)C\C=C\C=C(CO[C@@H]3O[C@H](C)[C@@H](OC(=O)C4=C(CC)C(Cl)=C(O)C(Cl)=C4O)[C@H](O)[C@@H]3OC)\C(=O)O[C@@H](C\C=C(/C)\C=C2/C)[C@@H](C)O)OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]1O
07/06/3801,Searched by Synonym: Found 0 results,N/A,N/A,N/A
5987-82-6,CASRN,DTXSID4045393,Benoxinate hydrochloride,Cl.CCCCOC1=CC(=CC=C1N)C(=O)OCCN(CC)CC
21256-18-8,CASRN,DTXSID1045118,Oxaprozin,OC(=O)CCC1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1
54-71-7,CASRN,DTXSID2041096,Pilocarpine hydrochloride,Cl.CC[C@H]1[C@@H](CC2=CN=CN2C)COC1=O
1405-37-4,CASRN,DTXSID90930862,"3,6-Diamino-N-{[15-amino-3,6,9,12,16-pentahydroxy-8-({[hydroxy(imino)methyl]amino}methylidene)-11-(2-imino-1,3-diazinan-4-yl)-2-methyl-1,4,7,10,13-pentaazacyclohexadeca-3,6,9,12,16-pentaen-5-yl]methyl}hexanimidic acid",[H]C(NC(O)=N)=C1N=C(O)[C@]([H])(CN=C(O)C[C@@]([H])(N)CCCN)N=C(O)[C@]([H])(C)N=C(O)[C@@]([H])(N)CN=C(O)[C@@]([H])(N=C1O)[C@]1([H])CCNC(=N)N1
136-40-3,CASRN,DTXSID1021118,Phenazopyridine hydrochloride,Cl.NC1=CC=C(N=NC2=CC=CC=C2)C(N)=N1
1811-28-5,CASRN,DTXSID4043777,Proflavin hemisulfate,OS(O)(=O)=O.NC1=CC2=NC3=CC(N)=CC=C3C=C2C=C1.NC1=CC2=NC3=CC(N)=CC=C3C=C2C=C1
63-45-6,CASRN,DTXSID6045248,Primaquine diphosphate,OP(O)(O)=O.OP(O)(O)=O.COC1=CC2=CC=CN=C2C(NC(C)CCCN)=C1
481-49-2,CASRN,DTXSID6045957,Cepharanthine,COC1=CC2=C3C=C1OC1=C4OCOC4=CC4=C1[C@H](CC1=CC=C(OC5=C(OC)C=CC(C[C@H]3N(C)CC2)=C5)C=C1)N(C)CC4
484-20-8,CASRN,DTXSID1025560,5-Methoxypsoralen,COC1=C2C=COC2=CC2=C1C=CC(=O)O2
0562-10-7,CASRN,DTXSID7020552,Doxylamine succinate,OC(=O)CCC(O)=O.CN(C)CCOC(C)(C1=CC=CC=C1)C1=CC=CC=N1
57-09-0,CASRN,DTXSID5037028,Hexadecyltrimethylammonium bromide,[Br-].CCCCCCCCCCCCCCCC[N+](C)(C)C
56-47-3,CASRN,DTXSID6022894,Deoxycorticosterone acetate,CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
153-98-0,CASRN,DTXSID80165186,5-Hydroxytryptamine hydrochloride,Cl.NCCC1=CNC2=C1C=C(O)C=C2
0134-03-02,Searched by Synonym: Found 0 results,N/A,N/A,N/A
1986-47-6,CASRN,DTXSID6047781,Tranylcypromine hydrochloride,Cl.N[C@@H]1C[C@H]1C1=CC=CC=C1
179474-85-2,CASRN,DTXSID701027749,Prucalopride succinate,OC(=O)CCC(O)=O.COCCCN1CCC(CC1)NC(=O)C1=CC(Cl)=C(N)C2=C1OCC2
91714-93-1,CASRN,DTXSID70273981,"Benzeneacetic acid,2-amino-3-(4-bromobenzoyl)-,monosodium salt",[Na+].NC1=C(CC([O-])=O)C=CC=C1C(=O)C1=CC=C(Br)C=C1
2295-58-1,CASRN,DTXSID3045851,Flopropione,CCC(=O)C1=C(O)C=C(O)C=C1O
80-35-3,CASRN,DTXSID5023611,Sulfamethoxypyridazine,COC1=CC=C(NS(=O)(=O)C2=CC=C(N)C=C2)N=N1
55-86-7,CASRN,DTXSID8025757,Nitrogen mustard hydrochloride,Cl.CN(CCCl)CCCl
108929-04-0,CASRN,DTXSID1046502,Epinastine hydrochloride,Cl.NC1=NCC2N1C1=CC=CC=C1CC1=CC=CC=C21
65710-07-08,Searched by Synonym: Found 0 results,N/A,N/A,N/A
69-05-6,CASRN,DTXSID6025985,2-Methoxy-6-chloro-9-(4-diethylamino-1-methylbutylamino)acridine dihydrochloride,Cl.Cl.CCN(CC)CCCC(C)NC1=C2C=C(OC)C=CC2=NC2=CC(Cl)=CC=C12
33386-08-02,Searched by Synonym: Found 0 results,N/A,N/A,N/A
59338-87-3,CASRN,DTXSID20974759,5-Methoxy-N-{[1-(prop-2-en-1-yl)pyrrolidin-2-yl]methyl}-1H-benzotriazole-6-carboximidic acid--hydrogen chloride (1/1),Cl.COC1=CC2=C(NN=N2)C=C1C(O)=NCC1CCCN1CC=C
187164-19-8,CASRN,DTXSID3048607,Luliconazole,ClC1=CC(Cl)=C(C=C1)[C@@H]1CS\C(S1)=C(\C#N)N1C=CN=C1
163521-08-2,CASRN,DTXSID80936833,5-{4-[4-(5-Cyano-1H-indol-3-yl)butyl]piperazin-1-yl}-1-benzofuran-2-carboximidic acid--hydrogen chloride (1/1),Cl.OC(=N)C1=CC2=CC(=CC=C2O1)N1CCN(CCCCC2=CNC3=C2C=C(C=C3)C#N)CC1
94497-51-5,CASRN,DTXSID5046853,Tamibarotene,CC1(C)CCC(C)(C)C2=C1C=CC(NC(=O)C1=CC=C(C=C1)C(O)=O)=C2
81065-76-1,CASRN,DTXSID801021732,"Chloro[bis(3,3′-di-methoxysalicylic)ethylenediamine] manganese",[Cl-].[Mn+3].COC1=CC=CC(C=NCCN=CC2=C([O-])C(OC)=CC=C2)=C1[O-]
90729-43-4,CASRN,DTXSID6046472,Ebastine,CC(C)(C)C1=CC=C(C=C1)C(=O)CCCN1CCC(CC1)OC(C1=CC=CC=C1)C1=CC=CC=C1
170787-99-2,CASRN,DTXSID50168942,Efaproxiral sodium,[Na+].CC1=CC(NC(=O)CC2=CC=C(OC(C)(C)C([O-])=O)C=C2)=CC(C)=C1
31637-97-5,CASRN,DTXSID80185521,Etofibrate,CC(C)(OC1=CC=C(Cl)C=C1)C(=O)OCCOC(=O)C1=CN=CC=C1
79455-30-4,CASRN,DTXSID6046189,Nicaraven,CC(CNC(=O)C1=CC=CN=C1)NC(=O)C1=CC=CN=C1
70359-46-5,CASRN,DTXSID70911371,Brimonidine tartrate,[H][C@](O)(C(O)=O)[C@@]([H])(O)C(O)=O.BrC1=C(NC2=NCCN2)C=CC2=C1N=CC=N2
13739-02-01,Searched by Synonym: Found 0 results,N/A,N/A,N/A
530-78-9,CASRN,DTXSID7023063,Flufenamic acid,OC(=O)C1=C(NC2=CC(=CC=C2)C(F)(F)F)C=CC=C1
125317-39-7,CASRN,DTXSID5047825,Vinorelbine tartrate,O[C@H]([C@@H](O)C(O)=O)C(O)=O.O[C@H]([C@@H](O)C(O)=O)C(O)=O.CCC1=C[C@@H]2C[N@](C1)CC1=C(NC3=C1C=CC=C3)[C@@](C2)(C(=O)OC)C1=CC2=C(C=C1OC)N(C)[C@@H]1[C@]22CCN3CC=C[C@](CC)([C@@H]23)[C@@H](OC(C)=O)[C@]1(O)C(=O)OC
62613-82-5,CASRN,DTXSID9045180,4-Hydroxy-2-oxo-1-pyrrolidineacetamide,NC(=O)CN1CC(O)CC1=O
67814-76-0,CASRN,DTXSID2046462,Isepamicin sulfate,OS(O)(=O)=O.CN[C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@@H](C[C@H](N)[C@@H](O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]2O)NC(=O)C(O)CN)OC[C@]1(C)O
99755-59-6,CASRN,DTXSID5046772,Rotigotine,CCCN(CCC1=CC=CS1)[C@H]1CCC2=C(O)C=CC=C2C1
81732-46-9,CASRN,DTXSID8045515,Bambuterol hydrochloride,Cl.CN(C)C(=O)OC1=CC(=CC(OC(=O)N(C)C)=C1)C(O)CNC(C)(C)C
51781-21-6,CASRN,DTXSID4045478,Carteolol hydrochloride,Cl.CC(C)(C)NCC(O)COC1=CC=CC2=C1CCC(=O)N2
64-73-3,CASRN,DTXSID0045252,Demeclocycline hydrochloride,Cl.[H][C@]12C[C@@]3([H])[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C(=O)C1=C(O)C=CC(Cl)=C1[C@H]2O
3685-84-5,CASRN,DTXSID8045141,Meclofenoxate hydrochloride,Cl.CN(C)CCOC(=O)COC1=CC=C(Cl)C=C1
609799-22-6,CASRN,DTXSID70209826,Tasimelteon,CCC(=O)NC[C@@H]1C[C@H]1C1=C2CCOC2=CC=C1
159989-65-8,CASRN,DTXSID2033736,Nelfinavir mesylate,O.CS(O)(=O)=O.CC1=C(C=CC=C1O)C(=O)N[C@@H](CSC1=CC=CC=C1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
6202-23-9,CASRN,DTXSID2045105,Cyclobenzaprine hydrochloride,Cl.CN(C)CCC=C1C2=C(C=CC=C2)C=CC2=C1C=CC=C2
3858-89-7,CASRN,DTXSID6048595,Chloroprocaine hydrochloride,Cl.CCN(CC)CCOC(=O)C1=C(Cl)C=C(N)C=C1
128607-22-7,CASRN,DTXSID101025426,Ospemifene,OCCOC1=CC=C(C=C1)C(=C(\CCCl)C1=CC=CC=C1)\C1=CC=CC=C1
166663-25-8,CASRN,DTXSID50873201,Anidulafungin,[H][C@@]12C[C@@H](O)CN1C(=O)[C@@]([H])(NC(=O)[C@H](C[C@@H](O)[C@@H](O)NC(=O)[C@]1([H])[C@@H](O)[C@@H](C)CN1C(=O)[C@@]([H])(NC(=O)C(NC2=O)[C@H](O)[C@@H](O)C1=CC=C(O)C=C1)[C@@H](C)O)NC(=O)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=C(OCCCCC)C=C1)[C@@H](C)O
208538-73-2,Searched by CASRN: Found 0 results,N/A,N/A,N/A
0305-03-03,Searched by Synonym: Found 0 results,N/A,N/A,N/A
7232-21-5,CASRN,DTXSID10964306,Metoclopramide monohydrochloride,Cl.CCN(CC)CCNC(=O)C1=C(OC)C=C(N)C(Cl)=C1
20830-75-5,CASRN,DTXSID5022934,Digoxin,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3CC[C@@]4(C)[C@H](CC[C@@H]5[C@@H]4C[C@@H](O)[C@]4(C)[C@H](CC[C@]54O)C4=CC(=O)OC4)C3)O[C@@H]2C)O[C@@H]1C
32780-64-6,CASRN,DTXSID0044654,Labetalol hydrochloride,Cl.CC(CCC1=CC=CC=C1)NCC(O)C1=CC(C(N)=O)=C(O)C=C1
3254-89-5,CASRN,DTXSID10186248,Diphenidol hydrochloride,Cl.OC(CCCN1CCCCC1)(C1=CC=CC=C1)C1=CC=CC=C1
58-33-3,CASRN,DTXSID3021192,Promethazine hydrochloride,Cl.CC(CN1C2=CC=CC=C2SC2=C1C=CC=C2)N(C)C
614-39-1,CASRN,DTXSID2049422,Procainamide hydrochloride,Cl.CCN(CC)CCNC(=O)C1=CC=C(N)C=C1
6385-02-0,CASRN,DTXSID8045567,"Sodium 2-((2,6-dichloro-3-methylphenyl)amino)benzoate",[Na+].CC1=CC=C(Cl)C(NC2=C(C=CC=C2)C([O-])=O)=C1Cl
94749-08-03,Searched by Synonym: Found 0 results,N/A,N/A,N/A
12650-69-0,CASRN,DTXSID0046438,Mupirocin,[H][C@]1(O[C@H]1C[C@H]1CO[C@@H](C\C(C)=C\C(=O)OCCCCCCCCC(O)=O)[C@H](O)[C@@H]1O)[C@@H](C)[C@H](C)O
112901-68-5,CASRN,DTXSID40150210,Amifostine hydrate,O.O.O.NCCCNCCSP(O)(O)=O
66-76-2,CASRN,DTXSID8021729,Dicumarol,OC1=C(CC2=C(O)C3=CC=CC=C3OC2=O)C(=O)OC2=CC=CC=C12
56715-13-0,CASRN,DTXSID0045753,R-(+)-Atenolol,CC(C)NC[C@@H](O)COC1=CC=C(CC(N)=O)C=C1
90-45-9,CASRN,DTXSID2024456,9-Aminoacridine,NC1=C2C=CC=CC2=NC2=CC=CC=C12
117-37-3,CASRN,DTXSID3022611,Anisindione,COC1=CC=C(C=C1)C1C(=O)C2=CC=CC=C2C1=O
80-50-2,CASRN,DTXSID8022612,Anisotropine methylbromide,[Br-].CCCC(CCC)C(=O)O[C@@H]1C[C@@H]2CC[C@H](C1)[N+]2(C)C
34031-32-8,CASRN,DTXSID4020115,Auranofin,CCP(CC)CC.CC(=O)OC[C@H]1O[C@@H](S[Au])[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O
91-33-8,CASRN,DTXSID4022658,Benzthiazide,NS(=O)(=O)C1=C(Cl)C=C2N=C(CSCC3=CC=CC=C3)NS(=O)(=O)C2=C1
22260-51-1,CASRN,DTXSID6020197,Bromocriptine mesylate,CS(O)(=O)=O.CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@@H]4CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]2(O)[C@@H]2CCCN2C1=O)C(C)C
17140-60-2,CASRN,DTXSID80889390,"Calcium bis((2R,3R,4S,5R,6R)-2,3,4,5,6,7-hexahydroxyheptanoate)",[Ca++].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)C([O-])=O.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)C([O-])=O
05/07/6804,Searched by Synonym: Found 0 results,N/A,N/A,N/A
78439-06-02,Searched by Synonym: Found 0 results,N/A,N/A,N/A
17780-75-5,CASRN,DTXSID3045778,"N-Methyl-N-propargyl-3-(2,4-dichlorophenoxy)propylamine hydrochloride",Cl.CN(CCCOC1=CC=C(Cl)C=C1Cl)CC#C
22059-60-5,CASRN,DTXSID30944685,2-(1-(Ammoniocarbonyl)-3-(diisopropylammonio)-1-phenylpropyl)pyridinium phosphate,OP(O)(O)=O.CC(C)N(CCC(C(O)=N)(C1=CC=CC=C1)C1=CC=CC=N1)C(C)C
452-35-7,CASRN,DTXSID1023021,Ethoxzolamide,CCOC1=CC=C2N=C(SC2=C1)S(N)(=O)=O
60-02-6,CASRN,DTXSID7046966,Guanethidine sulfate,OS(O)(=O)=O.NC(=N)NCCN1CCCCCCC1.NC(=N)NCCN1CCCCCCC1
7279-75-6,CASRN,DTXSID2045571,Isoetharine mesylate,CS(O)(=O)=O.CCC(NC(C)C)C(O)C1=CC=C(O)C(O)=C1
73816-42-9,CASRN,DTXSID5045596,Meclocycline sulfosalicylate,OC(=O)C1=C(O)C=CC(=C1)S(O)(=O)=O.CN(C)[C@H]1[C@@H]2[C@@H](O)[C@@H]3C(=C)C4=C(C(O)=CC=C4Cl)C(=O)C3=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O
2668-66-8,CASRN,DTXSID6045371,Medrysone,C[C@H]1C[C@H]2[C@@H]3CC[C@H](C(C)=O)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)CCC(=O)C=C12
32672-69-8,CASRN,DTXSID10954368,Benzenesulfonic acid--2-(methanesulfinyl)-10-[2-(1-methylpiperidin-2-yl)ethyl]-10H-phenothiazine (1/1),OS(=O)(=O)C1=CC=CC=C1.CN1CCCCC1CCN1C2=CC=CC=C2SC2=C1C=C(C=C2)S(C)=O
5874-97-5,CASRN,DTXSID4045391,Orciprenaline sulfate,OS(O)(=O)=O.CC(C)NCC(O)C1=CC(O)=CC(O)=C1.CC(C)NCC(O)C1=CC(O)=CC(O)=C1
33402-03-08,Searched by Synonym: Found 0 results,N/A,N/A,N/A
61-16-5,CASRN,DTXSID7045782,Methoxamine hydrochloride,Cl.COC1=CC=C(OC)C(=C1)[C@@H](O)[C@H](C)N
1084-65-7,CASRN,DTXSID9045346,Meticrane,CC1=CC2=C(C=C1S(N)(=O)=O)S(=O)(=O)CCC2
58895-64-0,CASRN,DTXSID70891705,Nalmefene hydrochloride,Cl.[H][C@@]12OC3=C4C(C[C@H]5N(CC6CC6)CC[C@@]14[C@@]5(O)CCC2=C)=CC=C3O
126-27-2,CASRN,DTXSID0025818,Oxethazaine,CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)CC1=CC=CC=C1)C(C)(C)CC1=CC=CC=C1
6452-73-9,CASRN,DTXSID5021093,Oxprenolol hydrochloride,Cl.CC(C)NCC(O)COC1=CC=CC=C1OCC=C
06/05/6493,Searched by Synonym: Found 0 results,N/A,N/A,N/A
19562-30-2,CASRN,DTXSID4045424,Piromidic acid,CCN1C=C(C(O)=O)C(=O)C2=C1N=C(N=C2)N1CCCC1
1508-76-5,CASRN,DTXSID8045357,Procyclidine hydrochloride,Cl.OC(CCN1CCCC1)(C1CCCCC1)C1=CC=CC=C1
90274-24-1,CASRN,DTXSID1046471,Ractopamine hydrochloride,Cl.CC(CCC1=CC=C(O)C=C1)NCC(O)C1=CC=C(O)C=C1
50679-08-08,Searched by Synonym: Found 0 results,N/A,N/A,N/A
1393-48-2,CASRN,DTXSID5040625,Thiostrepton,[H][C@]12CSC(=N1)\C(NC(=O)C(NC(=O)C1=CSC(=N1)[C@@]13CCC(=N[C@]1([H])C1=CSC(=N1)[C@@]([H])(NC(=O)C1=CSC(=N1)[C@@]([H])(NC2=O)[C@](C)(O)[C@@H](C)O)[C@@H](C)OC(=O)C1=CC([C@H](C)O)=C2C=CC(NC([C@@H](C)CC)C(=O)N[C@@H](C)C(=O)NC(=C)C(=O)N[C@@H](C)C(=O)N3)C([H])(O)C2=N1)C1=NC(=CS1)C(=O)NC(=C)C(=O)NC(=C)C(N)=O)[C@@H](C)O)=C\C
1684-40-8,CASRN,DTXSID1026112,"1,2,3,4-Tetrahydro-9-acridinamine hydrochloride",Cl.NC1=C2CCCCC2=NC2=CC=CC=C12
2062-78-4,CASRN,DTXSID8023474,"1-(1-(4,4-bis(4-fluorophenyl)butyl)-4-piperidinyl)-1,3-dihydro-2H-Benzimidazol-2-one",FC1=CC=C(C=C1)C(CCCN1CCC(CC1)N1C(=O)NC2=C1C=CC=C2)C1=CC=C(F)C=C1
51-83-2,CASRN,DTXSID9022730,Carbachol,[Cl-].C[N+](C)(C)CCOC(N)=O
64490-92-2,CASRN,DTXSID5045594,Tolmetin sodium dihydrate,O.O.[Na+].CN1C(CC([O-])=O)=CC=C1C(=O)C1=CC=C(C)C=C1
28657-80-9,CASRN,DTXSID8022822,Cinoxacin,CCN1N=C(C(O)=O)C(=O)C2=CC3=C(OCO3)C=C12
65513-72-6,CASRN,DTXSID7045497,Glafenine hydrochloride,Cl.OCC(O)COC(=O)C1=C(NC2=C3C=CC(Cl)=CC3=NC=C2)C=CC=C1
131-69-1,CASRN,DTXSID9059620,"Benzoic acid, 2-[[[4-[(acetylamino)sulfonyl]phenyl]amino]carbonyl]-",CC(=O)NS(=O)(=O)C1=CC=C(NC(=O)C2=C(C=CC=C2)C(O)=O)C=C1
85371-64-8,CASRN,DTXSID4045682,Pinacidil monohydrate,O.CC(NC(NC1=CC=NC=C1)=NC#N)C(C)(C)C
27470-51-5,CASRN,DTXSID6021296,Suxibuzone,CCCCC1(COC(=O)CCC(O)=O)C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1
7421-40-1,CASRN,DTXSID7045572,Carbenoxolone sodium,[Na+].[Na+].CC1(C)[C@H](CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@](C)(CC[C@]3(C)CC[C@@]12C)C([O-])=O)OC(=O)CCC([O-])=O
65-31-6,CASRN,DTXSID401017270,Nicotine dihydrogen ditartrate,O[C@H]([C@@H](O)C(O)=O)C(O)=O.O[C@H]([C@@H](O)C(O)=O)C(O)=O.[H][C@]1(CCCN1C)C1=CN=CC=C1
67-92-5,CASRN,DTXSID0058778,Dicyclomine hydrochloride,Cl.CCN(CC)CCOC(=O)C1(CCCCC1)C1CCCCC1
76-90-4,CASRN,DTXSID4023252,Mepenzolate bromide,[Br-].C[N+]1(C)CCCC(C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
6109-70-2,CASRN,DTXSID30976587,1-Azabicyclo[2.2.2]octan-3-yl acetate--hydrogen chloride (1/1),Cl.CC(=O)OC1CN2CCC1CC2
113-52-0,CASRN,DTXSID7040738,Imipramine hydrochloride,Cl.CN(C)CCCN1C2=C(CCC3=C1C=CC=C3)C=CC=C2
62-68-0,CASRN,DTXSID1045792,Proadifen hydrochloride,Cl.CCCC(C(=O)OCCN(CC)CC)(C1=CC=CC=C1)C1=CC=CC=C1
59-33-6,CASRN,DTXSID4021216,Pyrilamine maleate,OC(=O)\C=C/C(O)=O.COC1=CC=C(CN(CCN(C)C)C2=NC=CC=C2)C=C1
78964-85-9,CASRN,DTXSID701000165,Fosfomycin tromethamine,NC(CO)(CO)CO.[H][C@@]1(C)O[C@]1([H])P(O)(O)=O
73-48-3,CASRN,DTXSID5022647,Bendroflumethiazide,NS(=O)(=O)C1=C(C=C2NC(CC3=CC=CC=C3)NS(=O)(=O)C2=C1)C(F)(F)F
37106-97-1,CASRN,DTXSID2048377,Bentiromide,OC(=O)C1=CC=C(NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)C2=CC=CC=C2)C=C1
3818-50-6,CASRN,DTXSID8022662,Bephenium hydroxynaphthoate,OC1=CC2=CC=CC=C2C=C1C([O-])=O.C[N+](C)(CCOC1=CC=CC=C1)CC1=CC=CC=C1
652154-10-4,CASRN,DTXSID40583423,"(4aR,5aS,8aR,13aS,15aS,15bR)-10,11-dimethoxy-4a,5,5a,7,8,13a,15,15a,15b,16-decahydro-2H-4,6-methanoindolo[3,2,1-ij]oxepino[2,3,4-de]pyrrolo[2,3-h]quinolin-14-one;sulfuric acid;hydrate",O.OS(O)(=O)=O.COC1=C(OC)C=C2C(=C1)N1[C@H]3[C@@H]4[C@H](CC1=O)OCC=C1CN5CC[C@]23[C@@H]5C[C@H]41.COC1=C(OC)C=C2C(=C1)N1[C@H]3[C@@H]4[C@H](CC1=O)OCC=C1CN5CC[C@]23[C@@H]5C[C@H]41
54-30-8,CASRN,DTXSID7046415,Camylofin,CCN(CC)CCNC(C(=O)OCCC(C)C)C1=CC=CC=C1
06/04/2181,Searched by Synonym: Found 0 results,N/A,N/A,N/A
24356-60-3,CASRN,DTXSID7045574,Cephapirin sodium,[Na+].CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)CSC1=CC=NC=C1)C2=O)C([O-])=O
37693-01-09,Searched by Synonym: Found 0 results,N/A,N/A,N/A
1672-46-4,CASRN,DTXSID6051778,Digoxigenin,C[C@@]12[C@H](CC[C@]1(O)[C@@H]1CC[C@@H]3C[C@@H](O)CC[C@]3(C)[C@H]1C[C@H]2O)C1=CC(=O)OC1
0537-12-2,CASRN,DTXSID1045324,Diperodon hydrochloride,Cl.O=C(NC1=CC=CC=C1)OCC(CN1CCCCC1)OC(=O)NC1=CC=CC=C1
52432-72-1,CASRN,DTXSID4046608,Oxeladin citrate,OC(=O)CC(O)(CC(O)=O)C(O)=O.CCN(CC)CCOCCOC(=O)C(CC)(CC)C1=CC=CC=C1
2066-89-9,CASRN,DTXSID50174700,Pasiniazid [INN:DCF],NNC(=O)C1=CC=NC=C1.NC1=CC(O)=C(C=C1)C(O)=O
